"spellID","Name","Description"
73899,"Primal Strike","An instant weapon strike that causes 20,852 Physical damage."
73903,"Earth Elemental Totem","Summon an elemental totem that calls forth a greater earth elemental to protect the caster and his allies.  Lasts 2 min."
73920,"Healing Rain","Blanket the target area in healing rains, restoring 22,841 health to up to 6 allies over 10 sec."
73975,"Necrotic Strike","A vicious strike that deals 50% weapon damage, absorbs the next 16,708 healing received by the target. Lasts 10 sec."
74152,"Astral Rain","Calls down a flurry of stars that lasts 6 sec., inflicting 8,068 Arcane damage every 2 sec. to all enemies in a selected area."
74392,"Blast Nova","Inflicts 7,145 Fire damage to nearby enemies."
74772,"Storm Blast","Strikes an enemy with a fierce gust of wind, inflicting Nature damage."
75011,"Lunar Blessing","Heals an ally for a fixed amount, then heals additional damage every 3 sec. for 21 sec."
75015,"Curse of Shadows","Curses the target for 10 sec, reducing Shadow and Arcane resistances by 50 and increasing Shadow and Arcane damage taken by 100%."
75016,"Defiled Ground","Desecrates the land beneath caster, doing 90 Shadow damage over 15 sec to enemies who enter the area."
75019,"Twilight's Wrath","Hurls a bolt of twisted magic at an enemy, inflicting Twilight damage."
75160,"Bloody Rip","Inflicts Physical damage to an enemy every 3 sec. for 15 sec."
75161,"Spinning Rake","Rake the target for 19,053 damage and slow attack speed."
75245,"Burning Shadowbolt","Inflicts 2,272 Shadowflame damage."
75413,"Flame Wave","A wave of flame radiates outward from the caster, dealing 11,992 Fire damage to all enemies within 10 yards, knocking them back and dazing them for 6 sec."
75439,"Black Shot","Shoots an enemy, inflicting Shadow damage."
75527,"Haunted Touch","Target's melee attack power is reduced by 10 and armor is reduced by 50% for 40 sec."
75528,"Tortured Soul","Corrupts nearby enemies, inflicting Shadow damage every 3 sec. for 12 sec."
75637,"Acid Blast","Fires an acid blast at enemy targets on the ground, inflicting 32,977 damage."
75684,"Impaling Pull","Hurls your trident at a target and pulls them back to you, dealing 2,351 Physical damage and taunting the target."
75698,"Spinning Trident","Spin your trident in front of you in a dazzling display of weapon mastery, dealing 4,702 Physical damage every 0.25 sec for 2 sec to all enemies in front of the Battlemaiden."
75761,"Bubble Blast","Inflicts Frost damage to enemies in a cone in front of the caster."
75790,"Rampant Growth","Ammunae releases all of his life energy, bestowing life to all nearby Seedling Pods, and dealing 9,465 Nature damage to all nearby enemies."
75823,"Dark Command","Issues a dark command, causing the targeted enemy to flee in terror for 3 sec and inflicting 14,106 Shadow damage over the duration."
75945,"Fury of the Storm","Creates a violent storm in the target area causing Nature damage to enemies every 1 sec, and increasing the time between the attacks of enemies by 67%.  Lasts 10 sec."
75946,"Fire and the Flames","Instantly burns an enemy, then inflicts additional Fire damage every 3 sec. for 12 sec."
76110,"Lava Bolt","You hurl molten lava at the target, dealing 4,188 Fire damage. If your Flame Shock is on the target, Lava Burst will deal a critical strike."
76170,"Magma Splash","Deals 18,809 Fire damage in a cone in front of the caster. In addition, the targets will take 1,881 Fire damage per second for 10 sec."
76597,"Portal: Hyjal","Creates a portal to Hyjal."
76664,"Vicious Charge","Charges at a target, dealing 7,523 Physical damage to any enemies in the Battlemaiden's path."
77001,"Soul Devour","Absorbs lifeforce from all enemies within 25 yards of the Battlemaiden, dealing 1,269 Shadow damage and healing the Battlemaiden for 7,053 per target."
77042,"Storm Crow Form","Shapeshift into swift flight form, increasing movement speed by 280% and allowing you to fly.  Cannot use in combat.



The act of shapeshifting frees the caster of Polymorph and Movement Impairing effects."
77130,"Purify Spirit","Removes all Curse and Magic effects from a friendly target."
77160,"Nimbus Bolt","Blasts an enemy with lightning, inflicting Nature damage."
77467,"Flaming Shard Ball","Hurls a fiery ball that causes 7,335 Fire damage and an additional 0 Fire damage over 10 sec."
77575,"Outbreak","Deals 7,755 Shadow damage and surrounds the target in a miasma lasting for 6 sec that causes the target and all nearby enemies to be infected with Virulent Plague.





 Virulent Plague

A disease that deals 59,997 Shadow damage over 21 sec. It erupts when the infected target dies, dealing 20,407 Shadow damage divided among nearby enemies, and has a 30% chance to erupt each time it deals damage."
77703,"Magma Burst","Inflicts Fire damage to an enemy."
77721,"Shadow Weave","Hurls a bolt of dark magic at an enemy, inflicting Shadow damage."
77722,"Void Whip","Sends a shadowy tendril towards the enemy, dealing Shadow damage."
78125,"Blazing Shield","Applies a Blazing Shield to the Dragonkin Armorer. Attacks against the target can cause a Blaze.  Periodically heals the target for 207 every 2 for 6 sec."
78128,"Fuse Armor","Fuses armor with the flesh of the victim, inflicting Fire damage every 1 and increasing Fire damage taken.  Lasts 5 sec."
78183,"Cauterize Wound","Calls upon Holy magic to heal an ally."
78222,"Stoneskin Totem","Summons a Stoneskin Totem with 5 health at the feet of the caster.  The totem protects party and raid members within 0 yards, increasing armor by 5.  Lasts 5 min."
78273,"Flametongue Weapon","Imbue the Shaman's weapon with fire, increasing total spell damage by 7. Each hit causes $/78275m1 to 1 additional Fire damage. Lasts 30 minutes."
78675,"Solar Beam","Summons a beam of solar light over an enemy target's location, interrupting the target and silencing all enemies within the beam.  Lasts 8 sec."
78965,"Tender Touch","Calls upon Holy magic to heal an ally."
79140,"Vendetta","Marks an enemy for death for 20 sec, increasing the damage your abilities and auto attacks deal to the target by 30%, and making the target visible to you even through concealments such as stealth and invisibility."
79206,"Spiritwalker's Grace","Calls upon the guidance of the spirits for 15 sec, permitting movement while casting Shaman spells. Castable while casting."
79429,"Elemental Resistance Totem","Summons an Elemental Resistance totem."
79431,"Flametongue Totem","Summons an Elemental Resistance totem."
79564,"Twilight Fireball","Inflicts Fire damage to an enemy."
79565,"Twilight Shockwave","Unleashes a wave of flame, inflicting Fire damage to nearby enemies and reducing their movement speed for 6 sec."
79828,"Mangle","Rake the target for 179 damage and an additional 135 damage over 15 sec."
79830,"Feral Charge - Cat","Causes you to leap behind an enemy, dazing them for 3 sec."
79859,"Ice Lance","Deals Frost damage to an enemy target.  Causes double damage against Frozen targets."
79864,"Shadowstep","Attempts to step through the shadows and reappear behind your enemy."
79866,"Deadly Throw","Throws a dagger at an enemy target, dealing 179% weapon damage.  It also interrupts spellcasting and prevents any spell in that school from being cast for 3 sec."
79870,"Feral Charge","Causes you to charge an enemy, immobilizing and interrupting any spell being cast for until cancelled."
79885,"Heart Strike","Instantly strike the target and his nearest ally, causing 110% weapon damage on the primary target, and 55% weapon damage on the secondary target."
79914,"Feral Spirit","Summons two Spirit Wolves under the command of the Shaman, lasting 45 sec."
79957,"Soul Link","When active reduces all damage taken by the caster by 20% and copies it to their Imp, Voidwalker, Succubus, Felhunter, Felguard, or enslaved demon instead.  That damage cannot be prevented. Lasts as long as the demon is active and controlled."
79958,"Summon Felguard","Summons a Felguard under the command of the caster."
79962,"Seal of Righteousness","Fills the caster with holy spirit for 10 min, granting each single-target melee attack additional Holy damage."
79972,"Seal of Truth","Fills the Paladin with holy power, causing single-target attacks to Censure the target, which deals (0.01*$SPH+0.0193*$AP)*5*$"
80038,"Magma Eruption","Tosses out molten rock in all directions, dealing 9,709 Fire damage to all enemies within 2 yards of the targeted locations."
80151,"Ignite","Deals 3,237 Fire damage to the caster's current target, followed by an additional 647 Fire damage per second for 10 sec."
80240,"Havoc","Marks a target with Havoc for 8 sec, causing your single target spells to also strike the Havoc victim. Limit 1."
80256,"Teleport: Deepholm","Teleports the imbiber to Deepholm."
80263,"Potion of Treasure Finding","Allows you to sometimes find extra treasure from monsters in Mount Hyjal, Vashj'ir, Deepholm, Twilight Highlands and Uldum.  Lasts 1 hour.  Effect persists through death."
80353,"Time Warp","Warp the flow of time, increasing haste by 30% for all party and raid members for 40 sec.



Allies will be unable to benefit from Bloodlust, Heroism, or Time Warp again for 10 min."
80966,"Curse of the Legashi","Deals shadow damage and reduces its armor by 290 for 50 sec."
81133,"Earth Rending","Blasts surrounding enemies within 10 yards with Earth, inflicting 696 damage."
81181,"Air Blast","Inflicts Nature damage to an enemy."
81276,"Dust Devil","Summons a dust devil at the enemy, inflicting Nature damage and knocking them back."
81306,"Rock Barrage","Launches not-so-magical rocks at an enemy, inflicting damage each second for 5 sec."
81309,"Cave-in","Calls down rocks, crushing all enemies in a selected area, dealing damage every 3 sec. for 9 sec."
81430,"Cold Hearted","Causes 3,268 Frost damage and stuns the target for 4 sec."
81460,"Fierce Strike","Consecrates the caster's weapon, inflicting additional damage on its next attack. All damage inflicted is based on Holy magic."
81530,"Ground Shock","Targets the ground directly in front of the caster with a rocky explosion, dealing 6,473 Nature damage to all enemies within 2 yards of that location, knocking them up into the air."
82531,"Enveloping Darkness","Dark energies rebuild the target's body, healing every 3 sec. for until cancelled."
82878,"Rift Barrage","Hurls a bolt of dark magic at an enemy, inflicting Shadow damage."
84013,"Unholy Darkness","Calls upon Unholy magic to heal an ally."
84014,"Unholy Smite","Smites an enemy, inflicting Shadow damage."
84052,"Twilight Shield","Protects the caster from all attacks and spells for 8 sec., but also increases the time between attacks by 100% during that time."
84714,"Frozen Orb","Launches an orb of swirling ice up to 40 yards forward which deals up to 36,700 Frost damage to all enemies it passes through. Grants 1 charge of Fingers of Frost when it first damages an enemy.



Enemies damaged by the Frost Orb are slowed by 30% for 15 sec."
84838,"Twist Phase","Channels Arcane energy to shift a target slightly out of phase with reality, inflicting 14,290 instant Arcane damage and pacifying and silencing them for up to 5 sec."
85222,"Light of Dawn","Unleashes a wave of holy energy, healing up to 5 injured allies within a 15 yd frontal cone for 13,204."
85256,"Templar's Verdict","A powerful weapon strike that deals 83,415 Holy damage."
85499,"Speed of Light","Increases your movement speed by 70% for 8 sec."
85536,"Spectre Blast","Inflicts Shadow damage to an enemy."
85948,"Festering Strike","Deals 104,263 Physical damage and infects the target with 2 to 4 Festering Wounds.



 Festering Wound

A pustulent lesion that will burst on death or when damaged by Scourge Strike, dealing 20,407 Shadow damage and generating 3 Runic Power."
86633,"Overheat","Burns an enemy for 2,262 Fire damage, then inflicts 92 Fire damage every 3 sec. for 9 sec."
86657,"Ancient Guardian","Reduces all damage taken by 50%."
86817,"Spell Ward","Absorbs 10 Magic damage.  Lasts 30 sec."
86845,"Shadow Eruption","Erupts with shadow in all directions, creating shadow pools randomly nearby. These pools deal Shadow damage on impact."
87238,"Flame Jet","Consumes some of the cannon's heat to overload and cause 14,778 damage to enemy units behind the caravan."
87653,"Inferno Leap","The caster will leap to a destination, dealing fire damage to surrounding units upon landing."
87720,"Storm Totem","Summons a Storm Totem at your feet for 1 min that repeatedly attacks an enemy within 201 yards, dealing Nature damage."
87762,"Lightning Lash","Channels lightning at an enemy target."
88029,"Wind Shock","Blasts an enemy with the power of the wind, interrupting spell casting and dealing Nature damage."
88342,"Teleport: Tol Barad","Teleports you to Tol Barad."
88345,"Portal: Tol Barad","Creates a portal, teleporting level 85+ group members that use it to Tol Barad."
88423,"Nature's Cure","Cures harmful effects on the friendly target, removing all Magic, Curse, and Poison effects."
88439,"Summon Bound Groundshaker","Summons a Bound Groundshaker to accompany the caster until dismissed."
88625,"Holy Word: Chastise","Chastises the target for 33,011 Holy damage and incapacitates them for 5 sec."
88650,"Anti-Air Homing Missile","Fires a powerful homing missile at a nearby hostile air unit."
88663,"Zamael's Prayer","Increases an ally's Stamina by 45 for 1 hour."
88771,"Twilight Immolate","Burns an enemy, then inflicts additional Fire damage every 3 sec. for 15 sec."
89542,"Molten Barrier","Spell Haste Increased by 50%.

Caster will periodically shoot fireballs at targets within 10 yards."
89751,"Felstorm","The Felguard recklessly swings its weapon, striking all nearby targets within 8 yards for 130% weapon damage every 1 sec for 6 sec. The Felguard cannot take any other action during Felstorm."
89792,"Flee","Escapes to the Master. Flee removes all stuns and roots."
89808,"Singe Magic","Burns harmful spells, removing 1 harmful Magic effect from an ally.



Auto-Cast:

Cast only upon master when he is unable to cast spells due to a Magic effect.



(Right-Click to toggle)"
90397,"Whirling Blades","Surround the foe with whirling blades.  Deals Physical damage to all nearby units."
90398,"Seaswell","Strikes an enemy with a watery bolt that arcs to another nearby enemy. The spell affects up to 3 targets, causing Frost damage to each.  Damage increases with each jump."
90694,"Janet's Heal","Calls upon Holy magic to heal an ally."
90696,"Janet's Renew","Heals an ally every 3 sec. for 12 sec."
91624,"Enhance Magic","Increases the Fire, Frost, and Arcane damage dealt by the caster by 50% for 8 sec."
91646,"Plant Sunflower","Creates a Sunflower, which concentrates Sun Power from the sky. Sun Power is used to create other plants."
91649,"Plant Spitter","Creates a Spitter, which shoots acid at incoming zombies."
91704,"Plant Rocknut","Creates a Rocknut, which absorbs attacks from incoming ghouls."
91710,"Plant Strangler Vine","Creates a Strangler Vine, which grasps and gradually kills 1 attacking ghoul."
91726,"Reaper Charge","Charges an enemy, inflicting 244 Physical damage and stunning the opponent for 4 sec."
91727,"Pressurized Strike","High steam pressure is released into a powerful attack.  Deals 182 Physical damage and knocks the target back."
91778,"Sweeping Claws","Rakes an enemy with deformed claws, dealing 150% of normal damage to the target and nearby enemies."
91837,"Putrid Bulwark","Unleash a fortifying roar, reducing all damage taken by 50% for 10 sec."
92157,"Plant Pumpkin Bomb","Creates a Pumpkin Bomb, which explodes, destroying all nearby zombies."
92380,"Froststorm Breath","The Chimera channels a frozen breath attack, causing 2,938 Froststorm damage every 1.9 sec for 7.7 sec to all enemies within 12 yards."
92440,"Plant Freezya","Creates a Freezya which shoots chilling blasts at incoming ghouls, reducing movement and attack speed."
92700,"Angry Outburst","A shadowy burst of pure malice damages all nearby mortals."
92717,"Nitrous Boost","Increases movement speed by 50%."
92915,"Fireblast","Blasts a Twilight Shadowdrake for fire damage."
93044,"Twilight Sunderbolt","Blasts a Vermillion Vanguard for shadow damage."
93045,"Miasma of Despair","Assaults the victim's soul, inflicting Shadow damage every 3 sec. for 15 sec."
93331,"Frost Whirl","Whirls around, releasing icy bolts at nearby enemies, inflicting 11,610 Frost damage and slowing movement by 30%."
93402,"Sunfire","A quick beam of solar light burns the enemy for 7,337 Nature damage and then an additional 25,133 Nature damage over 12 sec to the primary target and all enemies within 5 yards."
93433,"Burrow Attack","The Worm burrows into the earth and shakes the ground above, dealing 9,403 Nature damage over 8 sec."
93556,"Unleashed Magic","Unleashes twilight power to deal heavy magical damage to nearby enemies."
93581,"Pain and Suffering","Baron Ashbury inflicts the target with Pain and Suffering, inflicting increasing Shadow damage every 1 sec!"
93654,"Mend Rotten Flesh","Baron Ashbury mends his rotten flesh, healing for 10% of his total health."
93824,"Stormhammer","Hurls a stormhammer at the enemy, dealing 7,515 Naturedamage, Dazing them and then jumping to additional nearby enemies.  Affects 2 total targets."
95917,"Test Fireball","Hurls a fiery ball that causes 7,335 Fire damage and an additional 0 Fire damage over 8 sec."
96331,"Frostburn Formula","Causes 65% of maximum health as Frost damage and stuns the target for 15 sec. Cannot be frozen again."
96332,"Hypothermia","Reduces the target's movement speed by 50%. 

Cannot be frozen again."
96346,"Voodoo Bolt","Deals 12,824 Shadow damage to an enemy, mon!"
96804,"Bubbling Mixture","Deals Nature damage."
97066,"Wild Mushroom TEST","Grow a magical Mushroom with 5 Health at the target location. After 6 sec, the Mushroom will become invisible. When detonated by the Druid, all Mushrooms will explode dealing 3 Nature damage to all nearby enemies within 0 yards. Only 3 Mushrooms can be placed at one time. 



Use Wild Mushroom: Detonate to detonate all Mushrooms."
97071,"Blast Wave TEST","A wave of flame radiates outward from the target location, damaging all enemies caught within the blast for 1,049 Fire damage and are slowed by 70% for 3 sec."
97072,"Summon Infernal TEST","Summons a meteor from the Twisting Nether, causing 3,667 Fire damage and stunning all enemy targets in the area for 45 sec.  An Infernal rises from the crater, under the command of the caster for 45 sec.



The Infernal deals strong area of effect damage, and will be drawn to attack targets afflicted by your Bane of Agony or Bane of Doom spells."
97076,"Earthquake TEST","You cause the earth at the target location to tremble and break, dealing 1 Physical damage every 1.0 sec to enemies in 8 yard radius, with a 10% chance of knocking down affected targets. Lasts 10 sec."
97224,"Sunfire Test","Burns the enemy for 1,320 Nature damage and then an additional 5,280 Nature damage over 12 sec."
97386,"Crush Herbs","Crush medicinal herbs, healing nearby allies every 2 sec. for 10 sec."
97516,"Poison Explosion","Sends out a blast wave of magic, inflicting Arcane damage to nearby enemies."
98008,"Spirit Link Totem","Summons a totem at the target location for 6 sec, which reduces damage taken by all party and raid members within 10 yards by 10%. Every 1 sec the health of all affected players is redistributed, such that all players are at the same percentage of maximum health."
98474,"Flame Scythe","Inflicts Fire damage in front of the caster. Damage is split equally among targets hit."
98476,"Leaping Flames","Leaps at an enemy, inflicting 4,808 Fire damage in a small area and creating a Spirit of the Flame."
98889,"Holy Word: Sanctuary","Blesses the ground with divine light, healing all within it for 6 every 2 sec for 18 sec. Only one Sanctuary can be active at a time.  Healing effectiveness diminishes for each player beyond 6 within the area."
98994,"Starsurge","You fuse the power of the moon and sun, launching a devastating blast of energy at the target. Causes 9,248 Spellstorm damage to the target."
99107,"Dark Song","Launches magical missiles at an enemy, inflicting Shadow damage each second for 10 sec."
99108,"Chilling Song","Launches magical missiles at an enemy, inflicting Frost damage each second for 10 sec."
99109,"Peaceful Song","Launches magical missiles at an enemy, inflicting Spellstorm damage each second for 10 sec."
99212,"Stormfire","Your Stormstrike ability also causes the target to take 6% increased damage from your Fire Nova, Flame Shock, Flametongue Weapon, Lava Burst, Lava Lash, and Unleash Flame abilities."
99618,"Cauterize","Calls upon Fire magic to heal an ally."
99939,"Overburn","Tosses out molten rock in all directions."
100094,"Fieroblast","Inflicts Fire damage to an enemy, then additional damage every 3 sec. for 12 sec."
100780,"Tiger Palm","Attack with the palm of your hand, dealing 21,428 damage."
100784,"Blackout Kick","Kick with a blast of Chi energy, dealing 78,566 Physical damage."
101325,"Living Firebolt","Hurls a fireball at the enemy, dealing 340 Fire damage and then jumping to additional nearby enemies.  Affects 5 total targets.  Lasts until cancelled."
101399,"Replenishing Smoke","Heals an ally every 3 sec. for 12 sec."
101546,"Spinning Crane Kick","Spin while kicking in the air, dealing 81,628 damage over 1.4 sec to enemies within 8 yds."
102063,"Putrid Spit","Inflicts Nature damage to an enemy."
102257,"Shimmering Strike","An instant weapon attack that causes Holy damage to up to 4 enemies within 0 yards."
102351,"Cenarion Ward","Protects a friendly target for 30 sec. Any damage taken will consume the ward and heal the target for 66,997 over 8 sec."
102582,"Chains of Frost","Inflicts 10,999 Frost damage to nearby enemies, immobilizing them for up to 10 sec."
102593,"Hand of Frost","Inflicts 25,656 Frost damage to an enemy."
103904,"Torrent of Frost","Inflicts Frost damage to an enemy and reduces movement speed by 50%."
104316,"Call Dreadstalkers","Summons 2 ferocious Dreadstalkers to attack the target for 12 sec."
104773,"Unending Resolve","Hardens your skin, reducing all damage you take by 40% and granting immunity to interrupt and silence effects for 8 sec."
105174,"Hand of Gul'dan","Calls down a demonic meteor full of Wild Imps which burst forth to attack the target for 12 sec.



Deals up to 10,568 Shadowflame damage on impact to all enemies within 8 yds of the target and summons up to 4 Wild Imps, based on Soul Shards consumed."
105289,"Shattered Ice","Inflicts 23,054 Frost damage to an enemy and reduces its movement speed for 4 sec."
105762,"Sling Derk","Inflicts Nature damage to an enemy."
106718,"Bubble Beam","Inflicts frost damage to an enemy."
106830,"Thrash","Strikes all nearby enemies, dealing 12,564 bleed damage and an additional 44,695 damage over 15 sec."
107428,"Rising Sun Kick","Kick upwards, dealing 185,701 damage."
107574,"Avatar","Transform into a colossus for 20 sec, causing you to deal 20% increased damage and removing all roots and snares."
107865,"Arcane Annihilation","Blasts the target with energy, dealing 6,839 Arcane damage. Each time you cast Arcane Annihilation, the damage of Arcane spells is increased by 10% and spell casting time is reduced by 10%. Effect stacks up to 4 times and lasts 6 sec."
108172,"Twilight Volley","Inflicts 9,404 Shadow damage to nearby enemies."
108212,"Burst of Speed","Increases your movement speed by 70% for 4 sec and removes movement slowing effects. Usable while stealthed."
108270,"Stone Bulwark Totem","Summons an Earth Totem with 73,455 health at the feet of the caster for 30 sec, granting the caster a shield absorbing 36,548 damage for 10 sec, and up to an additional 9,137 every 5 sec."
108273,"Windwalk Totem","Summons an Air Totem with 29,382 health at the feet of the caster for 6 sec, granting raid members within 40 yards immunity to movement-impairing effects."
108280,"Healing Tide Totem","Summons a totem at your feet for 10 sec, which pulses every 1.9 sec, healing all party or raid members within 40 yards for 7,043."
108839,"Ice Floes","Makes your next Mage spell with a cast time shorter than 10 sec castable while moving. Unaffected by the global cooldown and castable while casting. Max 3 charges."
108442,"Lavaburst","Inflicts 3,664 Fire damage."
108978,"Alter Time","Alters the fabric of time, returning you to your current location and health when cast a second time, or after 10 sec.  Effect negated by long distance or death."
110326,"Word of Sha: Agony","Inflicts Shadow damage to an enemy and reduces its movement speed for 3 sec."
110744,"Divine Star","Fires a Divine Star forward 24 yds, healing allies in its path for 6,603 and dealing 10,638 Holy damage to enemies. After reaching its destination, the Divine Star returns to you, healing allies and damaging enemies in its path again."
110968,"Purifying Flames","Inflicts Fire damage to an enemy."
111341,"Inquisition","Increases the physical and Holy Damage inflicted by the caster by 30% for 10 sec."
111398,"Surrender Health","The caster slowly transfers some of their life force to an ally over 10 sec, healing them for up to 2,440 damage."
111580,"Fiery Purge","Burns magic off of the target, removing 1 harmful spell from an ally and dealing 5 fire damage to them."
111673,"Control Undead","Dominates the target undead creature up to level 111, forcing it to do your bidding for 5 min."
111771,"Demonic Gateway","Creates a demonic gateway between two locations. Activating the gateway transports the user to the other gateway. Each player can use a Demonic Gateway only once per 1.5 min."
111859,"Grimoire: Imp","Summons an Imp who attacks the target for 25 sec.



Imps cast ranged Firebolts and cleanse a hostile magic effect from their master."
111895,"Grimoire: Voidwalker","Summons a Voidwalker who attacks the target for 25 sec.



Voidwalkers will taunt their target when summoned."
111896,"Grimoire: Succubus","Summons a Succubus who attacks the target for 25 sec.



Succubi will seduce their target if it is Humanoid."
111897,"Grimoire: Felhunter","Summons a Felhunter who attacks the target for 25 sec.



Felhunters will Spell Lock their target when summoned."
111898,"Grimoire: Felguard","Summons a Felguard who attacks the target for 25 sec.



Felguard will stun their target when summoned."
112866,"Summon Fel Imp","Summons a Fel Imp under your command that casts ranged Fel Firebolts."
112867,"Summon Voidlord","Summons a Voidlord under your command, able to withstand heavy punishment."
112868,"Summon Shivarra","Summons a Shivarra under your command to mesmerize opponents, preventing them from attacking."
112869,"Summon Observer","Summons an Observer under your command, able to heal itself by stealing the beneficial magic of your enemies."
112870,"Summon Wrathguard","Summons a Wrathguard under your command to serve as a powerful melee combatant."
112921,"Summon Abyssal","Summons an Abyssal from the Twisting Nether, impacting for 3,667 Fire damage and stunning all enemy targets in the area for 2 sec. The Abyssal will serve under your command for 25 sec."
112927,"Summon Terrorguard","Summons a Terrorguard  for 25 sec to assault the target with its Doom Bolts."
112948,"Frost Bomb","Places a Frost Bomb on the target for 12 sec. Limit 1 target. Your Ice Lances that benefit from Shatter will trigger the release of a wave of freezing ice, dealing 11,003 Frost damage to the target and 6,877 Frost damage to all other enemies within 10 yards."
113190,"Leap","Leap behind an enemy target."
113355,"Pesky Pod","Summons a Pesky Pod which roots enemies within 5 yds and inflicts Nature damage every 5.2 sec. for 6 sec."
113656,"Fists of Fury","Pummels all targets in front of you, dealing 535,675 damage over 3.9 sec. Can be channeled while moving."
113698,"Cindergut Burn","Scorched by Cindergut Peppers."
113724,"Ring of Frost","Summons a Ring of Frost for 10 sec at the target location. Enemies entering the ring are incapacitated for 10 sec. Limit 10 targets."
114014,"Shuriken Toss","Throws a shuriken at an enemy target for 24,488 Physical damage.



Awards 1 combo point."
114049,"Ascendance","The Shaman transforms into a being of raw elemental energy for 15 sec.



Elemental: 

While in the form of a Flame Ascendant, Lava Burst has no cooldown and Chain Lightning is empowered to become Lava Beam.



Enhancement: 

While in the form of an Air Ascendant, auto-attacks and Stormstrike become Wind attacks, bypassing armor, and having a 30 yard range.



Restoration: 

While in the form of a Water Ascendant, all healing done is duplicated and distributed evenly among nearby allies."
114158,"Light's Hammer","Hurls a Light-infused hammer into the ground, where it blasts a 10 yard radius every 2 sec for 14 sec. Each blast deals 7,572 Holy damage to enemies and heals up to 6 allies for 3,668."
114163,"Eternal Flame","Heals an ally for 24,209 and an additional 735 every 1.9 sec for up to 30 sec.  Healing over time increased by 50% when cast on self.



Replaces Word of Glory."
114165,"Holy Prism","A beam of light turns the target into a Holy Prism.



An enemy target takes 22,009 Holy damage and radiates 14,671 healing to 5 nearby allies within 15 yards.



A friendly target is healed for 29,342 and radiates 16,505 Holy damage to 5 nearby enemies within 15 yards."
114282,"Treant Form","Shapeshift into Treant Form."
114479,"Skin Like Wax","The flesh melts from your bones, dealing 7,511 Fire damage every 2 seconds."
114724,"Spell Damage % Taken Debuff","Curses the target, increasing magic damage taken by 5%"
114730,"Reduce Damage Dealt Percent Debuff","Reducing their physical damage done by 10%"
114738,"Lava Beam Overload","Unleash a blast of superheated flame at the enemy, dealing 11,810 Fire damage and then jumping to additional nearby enemies. Affects up to 5 total targets."
114921,"MG","Double Corr Tick Rate"
114923,"Nether Tempest","Places a Nether Tempest on the target which deals 5,046 Arcane damage over 12 sec to the target and 5,046 to all enemies within 10 yards. Limit 1 target.



Damage increased by 60% per Arcane Charge."
115004,"kramer test spell","Hurls a fiery ball that causes 18 Fire damage."
115072,"Expel Harm","Draw in the positive chi of all your Healing Spheres, and expel negative chi, damaging the nearest enemy for 10% of the amount healed."
115078,"Paralysis","Incapacitates the target for 1 min. Limit 1. Damage will cancel the effect."
115151,"Renewing Mist","Surrounds the target with healing mists, restoring 53,295 health over 20 sec.



If Renewing Mist heals a target past maximum health, it will travel to another injured ally within 20 yds.



Each time Renewing Mist heals, it has a 4% chance to increase the healing of your next Vivify by 40%."
115178,"Resuscitate","Returns the spirit to the body, restoring a dead target to life with 35% of maximum health and mana.  Cannot be cast when in combat."
115236,"Void Shield","Encases the Voidlord in shadow energy, reducing damage taken by 60% for 30 sec. 



Each time the Voidlord is struck, a blast of Shadow damage is released, dealing 7,337 Shadow damaging and reducing the power of Void Shield by 20%.



Auto-Cast:

Use this ability when being attacked.



(Right-Click to toggle)"
115268,"Mesmerize","Mesmerizes the target, disorienting them for up to 30 sec.  Any damage caused will remove the effect. Only usable against Humanoids.



Auto-Cast:

Cast upon targets who attack, stun, silence or fear their master.



(Right-Click to toggle)"
115276,"Sear Magic","Burns harmful magic off the target, removing 1 harmful Magic effect from an ally.



Auto-Cast:

Cast upon master when he is stunned, silenced, polymorphed or feared by a magic effect.



(Right-Click to toggle)"
115284,"Clone Magic","Steals 1 beneficial magic effect from an enemy.  If an effect is devoured, the Observer will be healed for 902 and gain 60 Fel Energy.



(Right-Click to toggle)"
115310,"Revival","Heals all party and raid members within 40 yards for 52,816 and clears them of all harmful Magical, Poison, and Disease effects."
115356,"Windstrike","Hurl a staggering blast of wind at an enemy, dealing a total of 168,108 Physical damage, bypassing armor."
115450,"Detox","Removes all Magic, Poison, and Disease effects from the target."
115610,"Temporal Shield","Envelops you in a temporal shield for 4 sec, reducing all damage taken by 15%. 100% of the damage taken while shielded will be healed back over 6 sec. This spell is usable while stunned, frozen, incapacitated, feared or asleep, and is not on the global cooldown."
115625,"Mortal Cleave","A sweeping attack that does 160% of the Wrathguard's weapon damage to all enemies in front of it, and reduces the effectiveness of any healing received by 10% for 6 sec.



(Right-Click to toggle)"
115746,"Felbolt","Deals 6,655 Fire damage to a target.



(Right-Click to toggle)"
115748,"Bladedance","An instant attack that lashes the target, causing 6,653 Shadow damage.



(Right-Click to toggle)"
115770,"Fellash","Deals 3,374 Shadow damage and instantly knocks back all enemies within 5 yards."
115778,"Tongue Lash","Lick the enemy, causing 2,789 Shadow damage.



(Right-Click to toggle)"
115781,"Optical Blast","Counter the enemy's spellcast, preventing any spell from that school of magic from being cast for 6 sec."
115831,"Wrathstorm","The Wrathguard recklessly swings its weapon, striking all nearby targets within 8 yards for its weapon damage every 1 sec for 6 sec. 



The Wrathguard cannot perform any other abilities during Wrathstorm."
